yc,ys
0.227582613,1
0.787572237,1
0.491970209,1
0.574864614,1
0.516306875,1
0.782020894,1
0.568418049,1
0.515599463,1
0.441537101,1
0.651806177,1
0.408686489,1
0.936172947,1
0.502165165,1
0.466903632,1
0.2430229,1
0.649516715,1
0.48154513,1
0.447599005,1
0.635010509,1
0.824857951,1
0.50831384,1
0.516306875,1
0.322187583,1
0.482349835,1
0.457045176,1
0.423224999,1
0.669161391,1
0.507146979,1
0.644100814,1
0.634785972,1
0.673272041,1
0.743167757,1
0.471136095,1
0.46004841,1
0.61565387,1
0.526719957,1
0.461431678,1
0.417938054,1
0.492775776,1
0.516679865,1
0.467671539,1
0.386133192,1
0.642186386,1
